CellID,TotalInputReads,Combined_TotalReads,Combined_UniqMapped,Combined_MappingRate,Combined_mCG_Rate,Combined_mCHG_Rate,Combined_mCHH_Rate,Trim_R1_InputReads,Trim_R1_TrimmedReads,Trim_R1_TrimmedReads_Pct,Trim_R1_ReadsWithAdapters,Trim_R1_ReadsWithAdapters_Pct,Trim_R2_InputReads,Trim_R2_TrimmedReads,Trim_R2_TrimmedReads_Pct,Trim_R2_ReadsWithAdapters,Trim_R2_ReadsWithAdapters_Pct,Bismark_R1_TotalReads,Bismark_R1_UniqMapped,Bismark_R1_MappingRate,Bismark_R1_Unmapped,Bismark_R1_Ambiguous,Bismark_R1_mCG_Rate,Bismark_R1_mCHG_Rate,Bismark_R1_mCHH_Rate,Bismark_R1_TotalC,Bismark_R2_TotalReads,Bismark_R2_UniqMapped,Bismark_R2_MappingRate,Bismark_R2_Unmapped,Bismark_R2_Ambiguous,Bismark_R2_mCG_Rate,Bismark_R2_mCHG_Rate,Bismark_R2_mCHH_Rate,Bismark_R2_TotalC,BAM_R1_TotalReads,BAM_R1_PrimaryMappedReads,BAM_R1_UniqMappedMapQ30Reads,BAM_R1_DuplicatePrimaryMapped,BAM_R1_UniqMappedMapQ30ReadsToLambda,BAM_R1_UniqMappedMapQ30ReadsToTargetSpecies,BAM_R2_TotalReads,BAM_R2_PrimaryMappedReads,BAM_R2_UniqMappedMapQ30Reads,BAM_R2_DuplicatePrimaryMapped,BAM_R2_UniqMappedMapQ30ReadsToLambda,BAM_R2_UniqMappedMapQ30ReadsToTargetSpecies,Trim_R1_QualityTrimmedBP,Trim_R1_TrimmedBP,Trim_R2_QualityTrimmedBP,Trim_R2_TrimmedBP,BAM_R1_Input,BAM_R1_Layout,BAM_R1_NHtagDetected,BAM_R1_TotalReads_Pct,BAM_R1_PrimaryMappedReads_Pct,BAM_R1_UniqMappedReads,BAM_R1_UniqMappedReads_Pct,BAM_R1_UniqMappedMapQ30Reads_Pct,BAM_R1_UniqMappedMapQ30ReadsToLambda_Pct,BAM_R1_UniqMappedMapQ30ReadsToTargetSpecies_Pct,BAM_R1_DuplicatePrimaryMapped_Pct,BAM_R1_SecondarySkipped,BAM_R1_SecondarySkipped_Pct,BAM_R1_SupplementarySkipped,BAM_R1_SupplementarySkipped_Pct,BAM_R1_UnmappedSkipped,BAM_R1_UnmappedSkipped_Pct,BAM_R1_NotCountedDueToLayout,BAM_R2_Input,BAM_R2_Layout,BAM_R2_NHtagDetected,BAM_R2_TotalReads_Pct,BAM_R2_PrimaryMappedReads_Pct,BAM_R2_UniqMappedReads,BAM_R2_UniqMappedReads_Pct,BAM_R2_UniqMappedMapQ30Reads_Pct,BAM_R2_UniqMappedMapQ30ReadsToLambda_Pct,BAM_R2_UniqMappedMapQ30ReadsToTargetSpecies_Pct,BAM_R2_DuplicatePrimaryMapped_Pct,BAM_R2_SecondarySkipped,BAM_R2_SecondarySkipped_Pct,BAM_R2_SupplementarySkipped,BAM_R2_SupplementarySkipped_Pct,BAM_R2_UnmappedSkipped,BAM_R2_UnmappedSkipped_Pct,BAM_R2_NotCountedDueToLayout,HCG_site_count,GCH_site_count,chrM_noncpg,chrM_endo,chrM_exo,chr21_noncpg,chr21_endo,chr21_exo
SRR3729667,17690292,17205652,9633963,55.99301322611895,34.9,10.55,12.05,8845146,8845146,100.0,4277130,48.4,8845146,8845146,100.0,3934021,44.5,8786865,5037344,57.3,3111359,638162,35.0,10.6,12.1,97029155,8418787,4596619,54.6,3206867,615301,34.8,10.5,12.0,88052296,5037343,5037343,3217466,3500906,0,3217466,4596619,4596619,2857915,3138896,0,2857915,19053619,840515382,60412739,800703175,04.alignment/SRR3729667_1.rmdup.RG.bam,SE,False,100.0,100.0,5037343,100.0,63.872283,0.0,100.0,69.499059,0,0.0,0,0.0,0,0.0,0,04.alignment/SRR3729667_2.rmdup.RG.bam,SE,False,100.0,100.0,4596619,100.0,62.174285,0.0,100.0,68.287061,0,0.0,0,0.0,0,0.0,0,432189,2718967,0.0,0.0,0.0,0.314,26.0655,12.811
SRR3729668,17400882,16928725,9503481,56.138197058549885,34.85,10.5,11.95,8700441,8700441,100.0,4187120,48.1,8700441,8700441,100.0,3842829,44.2,8642717,4958661,57.4,3054357,629699,35.0,10.5,12.0,95435475,8286008,4544820,54.8,3130378,610810,34.7,10.5,11.9,86942613,4958661,4958661,3157356,3429807,0,3157356,4544820,4544820,2822490,3086420,0,2822490,19122665,826724336,59920428,787478739,04.alignment/SRR3729668_1.rmdup.RG.bam,SE,False,100.0,100.0,4958661,100.0,63.67356,0.0,100.0,69.168007,0,0.0,0,0.0,0,0.0,0,04.alignment/SRR3729668_2.rmdup.RG.bam,SE,False,100.0,100.0,4544820,100.0,62.10345,0.0,100.0,67.91072,0,0.0,0,0.0,0,0.0,0,428639,2700038,7.143,0.0,0.0,0.3095,25.421,12.61
SRR3729669,16858394,16379733,9825100,59.98327323162105,36.2,11.1,12.5,8429197,8429197,100.0,4173211,49.5,8429197,8429197,100.0,3871991,45.9,8362375,5130228,61.3,2544930,687217,36.4,11.2,12.6,98641420,8017358,4694872,58.6,2657269,665217,36.0,11.0,12.4,89671256,5130228,5130228,3254450,3531011,0,3254450,4694872,4694872,2902448,3169493,0,2902448,19325304,794494463,58696946,756993071,04.alignment/SRR3729669_1.rmdup.RG.bam,SE,False,100.0,100.0,5130228,100.0,63.436752,0.0,100.0,68.827565,0,0.0,0,0.0,0,0.0,0,04.alignment/SRR3729669_2.rmdup.RG.bam,SE,False,100.0,100.0,4694872,100.0,61.821664,0.0,100.0,67.509679,0,0.0,0,0.0,0,0.0,0,441802,2804975,0.0,0.0,33.333,0.294,27.6395,13.2725
SRR3729670,16555654,16089916,9676057,60.13739910139992,36.2,11.05,12.4,8277827,8277827,100.0,4073313,49.2,8277827,8277827,100.0,3775396,45.6,8212236,5040995,61.4,2497986,673255,36.4,11.1,12.5,96905400,7877680,4635062,58.8,2585739,656879,36.0,11.0,12.3,88448161,5040995,5040995,3187360,3451423,0,3187360,4635062,4635062,2861502,3110710,0,2861502,19316764,780424210,58159250,743455748,04.alignment/SRR3729670_1.rmdup.RG.bam,SE,False,100.0,100.0,5040995,100.0,63.228787,0.0,100.0,68.467098,0,0.0,0,0.0,0,0.0,0,04.alignment/SRR3729670_2.rmdup.RG.bam,SE,False,100.0,100.0,4635062,100.0,61.736003,0.0,100.0,67.112587,0,0.0,0,0.0,0,0.0,0,437950,2781096,0.0,0.0,50.0,0.305,27.425,13.058
SRR3729671,21341728,20754010,12466098,60.06597279272776,38.2,10.1,11.9,10670864,10670864,100.0,5142083,48.2,10670864,10670864,100.0,4769287,44.7,10598062,6552219,61.8,3246251,799592,38.4,10.1,11.9,128362606,10155948,5913879,58.2,3470811,771258,38.0,10.1,11.9,115129166,6552219,6552219,4210997,4812327,0,4210997,5913879,5913879,3685652,4280042,0,3685652,24199171,1013682321,74138068,965550615,04.alignment/SRR3729671_1.rmdup.RG.bam,SE,False,100.0,100.0,6552219,100.0,64.268258,0.0,100.0,73.445759,0,0.0,0,0.0,0,0.0,0,04.alignment/SRR3729671_2.rmdup.RG.bam,SE,False,100.0,100.0,5913879,100.0,62.322073,0.0,100.0,72.372837,0,0.0,0,0.0,0,0.0,0,483194,3003462,3.7035,28.3335,68.5715,0.4245,26.358,9.596
SRR3729672,21028684,20453527,12311996,60.19497761926341,38.1,10.1,11.8,10514342,10514342,100.0,5032893,47.9,10514342,10514342,100.0,4670962,44.4,10442525,6456753,61.8,3199785,785987,38.3,10.1,11.8,126418722,10011002,5855243,58.5,3392191,763568,37.9,10.1,11.8,113915162,6456753,6456753,4137672,4723000,0,4137672,5855243,5855243,3646128,4215654,0,3646128,24219775,998857037,73710818,951187778,04.alignment/SRR3729672_1.rmdup.RG.bam,SE,False,100.0,100.0,6456753,100.0,64.08286,0.0,100.0,73.148222,0,0.0,0,0.0,0,0.0,0,04.alignment/SRR3729672_2.rmdup.RG.bam,SE,False,100.0,100.0,5855243,100.0,62.271164,0.0,100.0,71.997934,0,0.0,0,0.0,0,0.0,0,481996,2991172,8.041,33.3335,81.25,0.356,26.256500000000003,9.854500000000002
SRR3729673,15982942,15599927,9245226,59.264546558455045,34.75,8.4,9.95,7991471,7991471,100.0,4031761,50.5,7991471,7991471,100.0,3766560,47.1,7926531,4811745,60.7,2461773,653013,34.9,8.4,10.0,93566450,7673396,4433481,57.8,2612272,627643,34.6,8.4,9.9,85818320,4811745,4811745,3111886,3241572,0,3111886,4433480,4433480,2790870,2951530,0,2790870,17466966,749337840,46718819,721962184,04.alignment/SRR3729673_1.rmdup.RG.bam,SE,False,100.0,100.0,4811745,100.0,64.672712,0.0,100.0,67.367909,0,0.0,0,0.0,0,0.0,0,04.alignment/SRR3729673_2.rmdup.RG.bam,SE,False,100.0,100.0,4433480,100.0,62.949872,0.0,100.0,66.573662,0,0.0,0,0.0,0,0.0,0,494385,3048465,0.0,0.0,100.0,0.3,25.288,10.0395
SRR3729674,15699616,15323803,9098042,59.371958775507615,34.75,8.3,9.9,7849808,7849808,100.0,3936098,50.1,7849808,7849808,100.0,3676358,46.8,7785274,4726064,60.7,2417896,641314,34.9,8.3,9.9,91827107,7538529,4371978,58.0,2544460,622091,34.6,8.3,9.9,84542970,4726064,4726064,3046711,3166302,0,3046711,4371978,4371978,2748970,2892228,0,2748970,17561931,736058055,46629814,708862574,04.alignment/SRR3729674_1.rmdup.RG.bam,SE,False,100.0,100.0,4726064,100.0,64.466139,0.0,100.0,66.996596,0,0.0,0,0.0,0,0.0,0,04.alignment/SRR3729674_2.rmdup.RG.bam,SE,False,100.0,100.0,4371978,100.0,62.877032,0.0,100.0,66.153764,0,0.0,0,0.0,0,0.0,0,491284,3027658,0.0,0.0,100.0,0.323,26.606,10.2605
SRR3729675,16515616,16070177,9018911,56.12203897940887,36.3,5.2,5.3,8257808,8257808,100.0,4044069,49.0,8257808,8257808,100.0,3745765,45.4,8206701,4736155,57.7,2887645,582901,36.5,5.2,5.3,92243088,7863476,4282756,54.5,3014385,566335,36.1,5.2,5.3,83062621,4736154,4736154,2967262,3226367,0,2967262,4282756,4282756,2605938,2868381,0,2605938,17974711,783733016,56844053,746331726,04.alignment/SRR3729675_1.rmdup.RG.bam,SE,False,100.0,100.0,4736154,100.0,62.651299,0.0,100.0,68.122088,0,0.0,0,0.0,0,0.0,0,04.alignment/SRR3729675_2.rmdup.RG.bam,SE,False,100.0,100.0,4282756,100.0,60.847221,0.0,100.0,66.975121,0,0.0,0,0.0,0,0.0,0,466949,2916486,0.0,0.0,50.0,0.398,28.235,13.045
SRR3729676,16232976,15796430,8885268,56.24858274939337,36.3,5.2,5.3,8116488,8116488,100.0,3949898,48.7,8116488,8116488,100.0,3657139,45.1,8065555,4655765,57.7,2836833,572957,36.5,5.2,5.3,90622227,7730875,4229503,54.7,2940282,561090,36.1,5.2,5.3,81976765,4655764,4655764,2905693,3153139,0,2905693,4229503,4229503,2569827,2816503,0,2569827,18048826,770250933,56503873,733269803,04.alignment/SRR3729676_1.rmdup.RG.bam,SE,False,100.0,100.0,4655764,100.0,62.410659,0.0,100.0,67.72549,0,0.0,0,0.0,0,0.0,0,04.alignment/SRR3729676_2.rmdup.RG.bam,SE,False,100.0,100.0,4229503,100.0,60.75955,0.0,100.0,66.591819,0,0.0,0,0.0,0,0.0,0,463107,2895761,0.0,0.0,75.0,0.488,27.8835,12.7785
SRR3729677,17225204,16734980,10298460,61.53852589008173,38.0,8.3,9.35,8612602,8612602,100.0,4167823,48.4,8612602,8612602,100.0,3864555,44.9,8555796,5414894,63.3,2491535,649367,38.1,8.3,9.4,106313318,8179184,4883566,59.7,2670250,625368,37.9,8.3,9.3,95431794,5414892,5414892,3432125,3705516,0,3432125,4883566,4883566,3015199,3285005,0,3015199,19685887,818170848,62055260,777352322,04.alignment/SRR3729677_1.rmdup.RG.bam,SE,False,100.0,100.0,5414892,100.0,63.383074,0.0,100.0,68.431947,0,0.0,0,0.0,0,0.0,0,04.alignment/SRR3729677_2.rmdup.RG.bam,SE,False,100.0,100.0,4883566,100.0,61.741748,0.0,100.0,67.266522,0,0.0,0,0.0,0,0.0,0,522667,3184404,5.5555,0.0,27.5,0.4065,28.731,11.722
SRR3729678,16923788,16443471,10139703,61.66400634026721,38.05,8.3,9.35,8461894,8461894,100.0,4070526,48.1,8461894,8461894,100.0,3769125,44.5,8404851,5320749,63.3,2445957,638145,38.2,8.3,9.4,104423632,8038620,4818954,59.9,2600577,619089,37.9,8.3,9.3,94086968,5320748,5320748,3361957,3620894,0,3361957,4818954,4818954,2971177,3222228,0,2971177,19791458,803676544,61600085,763436530,04.alignment/SRR3729678_1.rmdup.RG.bam,SE,False,100.0,100.0,5320748,100.0,63.185796,0.0,100.0,68.052349,0,0.0,0,0.0,0,0.0,0,04.alignment/SRR3729678_2.rmdup.RG.bam,SE,False,100.0,100.0,4818954,100.0,61.656056,0.0,100.0,66.865714,0,0.0,0,0.0,0,0.0,0,518435,3159402,5.5555,0.0,31.25,0.351,29.314,11.645
SRR3729679,17458908,16939808,9824418,57.99604104131523,37.35,12.65,14.2,8729454,8729454,100.0,4264540,48.9,8729454,8729454,100.0,3926717,45.0,8668013,5210519,60.1,2779591,677903,37.4,12.6,14.2,99241598,8271795,4613899,55.8,3012820,645076,37.3,12.7,14.2,87223527,5210519,5210519,3405443,4126128,0,3405443,4613899,4613899,2923383,3607104,0,2923383,19675102,826279387,64175483,783423419,04.alignment/SRR3729679_1.rmdup.RG.bam,SE,False,100.0,100.0,5210519,100.0,65.357079,0.0,100.0,79.188426,0,0.0,0,0.0,0,0.0,0,04.alignment/SRR3729679_2.rmdup.RG.bam,SE,False,100.0,100.0,4613899,100.0,63.36036,0.0,100.0,78.179085,0,0.0,0,0.0,0,0.0,0,251738,1612972,,0.0,0.0,0.424,26.1485,13.837
SRR3729680,17184322,16678332,9689153,58.09425666787303,37.25,12.65,14.1,8592161,8592161,100.0,4169374,48.5,8592161,8592161,100.0,3840896,44.7,8531525,5126682,60.1,2737337,667506,37.3,12.6,14.1,97561276,8146807,4562471,56.0,2947181,637155,37.2,12.7,14.1,86185650,5126682,5126682,3341748,4045336,0,3341748,4562471,4562471,2887818,3550900,0,2887818,19698408,813363499,63532249,771160743,04.alignment/SRR3729680_1.rmdup.RG.bam,SE,False,100.0,100.0,5126682,100.0,65.183446,0.0,100.0,78.907488,0,0.0,0,0.0,0,0.0,0,04.alignment/SRR3729680_2.rmdup.RG.bam,SE,False,100.0,100.0,4562471,100.0,63.295043,0.0,100.0,77.82844,0,0.0,0,0.0,0,0.0,0,251348,1608437,,0.0,0.0,0.359,26.414,13.9255
SRR3729681,17011890,16563658,10200477,61.58347992937309,34.45,9.35,10.25,8505945,8505945,100.0,4118719,48.4,8505945,8505945,100.0,3823047,44.9,8449681,5336404,63.2,2430012,683265,34.6,9.4,10.3,102983581,8113977,4864073,59.9,2592159,657745,34.3,9.3,10.2,93342264,5336404,5336404,3458917,3800090,0,3458917,4864073,4864073,3065774,3417957,0,3065774,19129993,808152250,57301160,771372044,04.alignment/SRR3729681_1.rmdup.RG.bam,SE,False,100.0,100.0,5336404,100.0,64.817375,0.0,100.0,71.210688,0,0.0,0,0.0,0,0.0,0,04.alignment/SRR3729681_2.rmdup.RG.bam,SE,False,100.0,100.0,4864073,100.0,63.028947,0.0,100.0,70.269443,0,0.0,0,0.0,0,0.0,0,440078,2792367,0.0,100.0,0.0,0.359,24.2955,13.779
SRR3729682,16711120,16271837,10042972,61.71996437771593,34.400000000000006,9.25,10.15,8355560,8355560,100.0,4022501,48.1,8355560,8355560,100.0,3731216,44.7,8299530,5245024,63.2,2385177,669329,34.6,9.3,10.2,101216089,7972307,4797948,60.2,2524017,650342,34.2,9.2,10.1,92035463,5245024,5245024,3386673,3715747,0,3386673,4797948,4797948,3020539,3351710,0,3020539,19121994,793824021,56949937,757425780,04.alignment/SRR3729682_1.rmdup.RG.bam,SE,False,100.0,100.0,5245024,100.0,64.569256,0.0,100.0,70.843279,0,0.0,0,0.0,0,0.0,0,04.alignment/SRR3729682_2.rmdup.RG.bam,SE,False,100.0,100.0,4797948,100.0,62.954809,0.0,100.0,69.857156,0,0.0,0,0.0,0,0.0,0,437608,2774695,0.0,50.0,0.0,0.3409999999999999,24.861,13.5205
